INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
StubTechCapFactor,,,,,,,,
,,,,,,,,
region,supplysector,subsector,stub.technology,year,input.capital,capacity.factor.capital,input.OM.fixed,capacity.factor.OM
NH,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore wind 3,2055,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore wind 3,2060,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore wind 3,2065,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore wind 3,2070,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore wind 3,2075,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore wind 3,2080,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore wind 3,2085,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore wind 3,2090,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore wind 3,2095,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore wind 3,2100,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore_wind_storage_3,1975,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
RI,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
SC,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
TX,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
VA,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
WA,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
WI,electricity,offshore wind,offshore_wind_storage_3,1990,capital,0.413505443,OM-fixed,0.413505443
CA,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
CT,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
DE,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
GA,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
HI,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
IL,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
IN,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
ME,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
MD,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
MA,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
MI,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
NH,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
NJ,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
NY,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
NC,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
OH,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
OR,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
PA,electricity,offshore wind,offshore_wind_storage_3,2005,capital,0.413505443,OM-fixed,0.413505443
